word,mse_small_child,mse_medium_child,mse_small_medium
sweater,0.235673200728892,0.0869169424956147,0.0487034826992969
talk,0.3122800254786221,0.3122800254786221,0.0
tape,0.2909888155029426,0.1506674786158526,0.0294230019186089
there,0.2737371156258055,0.2737371156258055,4.485761674376302e-33
thirsty,0.1806687596530208,0.3150804433699751,0.0325142160411286
tired,0.2174523296907708,0.3014308776587464,0.0090439304034368
too,0.2949777147554758,0.2949777147554758,4.270065043768777e-33
touch,0.231763432918937,0.2979446438446204,0.0051252039576656
wait,0.2362721493640367,0.2979228489141112,0.0061379113436706
white,0.3040740783713072,0.3090193255419205,0.0009752560327971
why,0.3101384025170924,0.3101693386574653,4.742953856338561e-07
wind,0.2220182071328013,0.2883620014284256,0.0079222020309426
wipe,0.2411634319710786,0.2810017104134569,0.0045100664249963
zoo,0.2967742954164625,0.2820534160035772,0.0025657427578563
a,0.3001206106707568,0.3001206106707568,0.0
all,0.2998913128188852,0.2998913128188852,4.5189914890808265e-33
and,0.3340720901270462,0.3340720901270462,0.0
another,0.3564793710362902,0.3564793710362902,0.0
at,0.3669845029518375,0.3669845029518374,1.701617034227731e-32
away,0.3211557299373063,0.3234418864206574,0.0006154377238006
back,0.292437070298949,0.292437070298949,0.0
backyard,0.2862927279857046,0.3201002155293001,0.0014245790850469
bat,0.2639346999947892,0.2861369970893133,0.0005804861309997
belt,0.3238902988379714,0.298374674503378,0.0007875823637642
better,0.324721280453524,0.3258989516070107,0.0002001676331846
bring,0.311853736847142,0.311853736847142,4.64225100552161e-33
brother,0.2214947080834784,0.2569910053748337,0.0019692454927054
brown,0.3075280084133088,0.3119699245478088,0.0001657653892982
bucket,0.2693230256895673,0.2863946474487421,0.0004335287134206
build,0.3309057282420161,0.3309057282420161,4.649465719649217e-33
bump,0.2656795131936784,0.1540991972412195,0.0227680291492215
buy,0.3519555924100648,0.3519555924100648,0.0
can,0.3420318066158075,0.3420318066158075,4.688112212322331e-33
chalk,0.32897947109371,0.1905865911637176,0.0256177039447014
chase,0.384499410365452,0.2302904328278762,0.0292847695084215
clown,0.2562082733823678,0.3926837612918838,0.0265962580748651
cover,0.3638107215957809,0.3638107215957808,4.840140307307398e-33
cute,0.2509094516917572,0.2999711332383737,0.0033274678147671
day,0.3471025104182653,0.3471025104182653,4.4164357195422064e-33
deer,0.287344663645452,0.2788130247361305,0.0093635134262634
dish,0.3322715891405968,0.3096186232828383,0.0005469175012772
donkey,0.2182679803363752,0.2476664891787876,0.0046482206508856
drawer,0.2962264474813827,0.1753171465259732,0.0270181818191948
dry,0.2614673945383403,0.318540790380615,0.0036330023463082
dryer,0.1811349607933644,0.131264377438383,0.0067639706585463
farm,0.3253796838362373,0.3276556045790411,5.3250675693398945e-06
feed,0.1832687942473686,0.3223532230585086,0.0234387435741778
finish,0.3093093476445714,0.3296024327559512,0.0012916636440148
first,0.3777925894667086,0.3777925894667086,0.0
fit,0.3131340459480631,0.3779441786705245,0.0058799420490194
flag,0.1910230315042246,0.3071086331137567,0.0177058741151756
for,0.3920462118151209,0.3920462118151209,3.900573879305315e-32
friend,0.3039898761327182,0.3076256183044137,0.0005959423628289
full,0.3318187912743626,0.3318956821921616,1.6574464452580897e-06
game,0.3103415816459396,0.3104795901163104,2.7572395514844694e-06
garage,0.3355638227122036,0.3264536301388731,8.661819960601083e-05
garden,0.3135331921840626,0.3631347910222114,0.0024231449088106
gentle,0.2432224334028931,0.1229466970231182,0.0264175480294517
gloves,0.3372466111456003,0.3108860757245831,0.0063524062567134
goose,0.263494057721175,0.1456629201742187,0.0275343523125159
gum,0.3246603262134626,0.3396789851270034,0.001490967250244
hammer,0.3062781947889177,0.2954470137703007,0.0012541928980581
hard,0.3530284790968999,0.3530284790968999,4.609510196467027e-33
he,0.3609892902411394,0.3609892902411394,4.1661851973933904e-33
hear,0.3288257390701566,0.3288257390701566,0.0
high,0.3177483462911947,0.3177483462911947,1.6831642179480712e-32
hose,0.2573373534314051,0.2057383865088104,0.0148805215011242
hurry,0.2439221788306964,0.3158539506213364,0.009587219108427
is,0.3502374947454341,0.3502374947454341,0.0
it,0.2950090968570886,0.2950090968570886,0.0
jeans,0.2776235143387447,0.3095090895695321,0.0154907648008947
jelly,0.1892993067102739,0.3735489460985899,0.0537286916546277
ladder,0.2776710086356896,0.1418177784914678,0.0276490710354766
lady,0.3242876655924399,0.222869609581419,0.0208051683931893
lamb,0.2210231172794378,0.077868076196727,0.040437332941993
lamp,0.3462359012225617,0.1264616840371506,0.0638406835196185
later,0.2434422910652708,0.3358207581579435,0.0130918349168367
lick,0.0973694461445381,0.3152409179874455,0.0661957788971094
listen,0.343486127575702,0.343486127575702,4.609510196467027e-33
lollipop,0.1040824351994936,0.102255859910584,0.0001025871036026
mad,0.4040471232128835,0.4962863881795284,0.0070030970248342
make,0.3404460803206053,0.3404460803206053,4.6485027546770226e-33
meat,0.2091521739200462,0.2803516282280762,0.0070031309342877
melon,0.1180404281589561,0.1097272808135238,0.0004227062710131
mittens,0.1288223740762603,0.1200394371159795,0.0004445519410442
movie,0.2492716903525767,0.3317760293119626,0.01058244959471
nail,0.3686266317008719,0.3586066020505318,0.0007705468093445
necklace,0.2167799404036885,0.193383641572908,0.0083523478354083
new,0.3583598655848949,0.3583598655848949,0.0
noisy,0.300662061240444,0.220959351956111,0.0115886301055874
not,0.3492449272564261,0.3492449272564262,4.569186038256419e-33
nuts,0.2487426663660544,0.1606373764574437,0.0156180048092711
oven,0.2895984253738407,0.3140831122658593,0.0008589526502718
over,0.3463935901927499,0.3463935901927499,4.4247412924273756e-33
party,0.2658455791820693,0.3160993716558122,0.0049506110076124
pencil,0.3400973671244222,0.2869687460217625,0.0030531018836395
penguin,0.0932015007730085,0.0866629567908057,0.0002245907340327
penny,0.1844755891514079,0.1541405664078123,0.0046901644928903
people,0.3123008007889546,0.3123008007889546,4.81125135814159e-33
pick,0.3528921346792848,0.3528921346792848,0.0
pickle,0.0999454339086714,0.0964334745808003,0.0006754086371658
plant,0.190188332531701,0.2950488526869888,0.0188796375711038
playground,0.3635145404912998,0.3178894751469921,0.0031531146899785
police,0.3777787474611047,0.3777787474611047,0.0
pony,0.2706185048264574,0.2328254576166448,0.0104623391785646
pour,0.25950979563369,0.3563462433776193,0.0114810498271719
pretty,0.2447354203299546,0.2447354203299546,4.1954277352599255e-33
pretzel,0.0995051622038631,0.0986321651995602,0.0003658219702709
put,0.3221603591030224,0.3221603591030224,4.5281396563166664e-33
quiet,0.1852134267513455,0.3237824416782334,0.0250060334498044
radio,0.2556983666597644,0.3462795524553623,0.0100058113011737
rooster,0.1410390984318197,0.1432768154773658,0.0004538646609799
salt,0.3533217757726559,0.3654685035390075,0.0001264360154032
sandbox,0.3090004795497715,0.3439617519601388,0.0174272860274102
sauce,0.3135735983547529,0.3248599095273707,0.001047106924991
say,0.3253970849752909,0.3251904678607216,8.080409883049702e-06
shake,0.1466843223684797,0.3086711522092358,0.0376013863557307
shoulder,0.2853161176240216,0.3132846712482536,0.0018225767567897
show,0.3368474942441798,0.3368474942441798,5.026947988749115e-33
sick,0.2651912624333124,0.3290074603836384,0.0048108431498934
sidewalk,0.3258420172399623,0.3466531989623816,0.0007843471002932
sister,0.2100213872461991,0.246065829080177,0.0017854538175599
slow,0.3145880436682287,0.3718305379900314,0.0034892621878887
smile,0.2102460306002086,0.3153705365369185,0.0171931122186059
